Naziv isplatitelja;Datum;Primatelj;Iznos na poziciji;Programska klasifikacija;Ekonomska klasifikacija;Opis
GRAD OTOČAC;6.5.2025 2:00;LibusoftCicom;600;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;prijenos početnog stanja i podrška 25/0000489
GRAD OTOČAC;6.5.2025 2:00;LibusoftCicom;4029,4;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;standardno održavanje za 04/25 25/0000517
GRAD OTOČAC;26.5.2025 2:00;LibusoftCicom;371,25;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;Seminar - ''Ulazak u sustav p. riznice'' 25/0000582
GRAD OTOČAC;28.5.2025 2:00;LibusoftCicom;14,3;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323890 Ostale računalne usluge;FINA - potpisi za 04/2025. 25/0000607
GRAD OTOČAC;5.6.2025 2:00;LibusoftCicom;14,3;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323890 Ostale računalne usluge;fina potpisi 25/0000668
GRAD OTOČAC;5.6.2025 2:00;LibusoftCicom;4040,2;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 05/2025 25/0000676
GRAD OTOČAC;5.6.2025 2:00;LibusoftCicom;105;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323890 Ostale računalne usluge;rad djelatnika LC-a 25/0000679
GRAD OTOČAC;26.6.2025 2:00;LibusoftCicom;210;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;usluge implementacije 25/0000769
GRAD OTOČAC;8.7.2025 2:00;LibusoftCicom;4040,2;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 06/25 25/0000833
GRAD OTOČAC;8.7.2025 2:00;LibusoftCicom;6,66;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323890 Ostale računalne usluge;fina-potpisi 25/0000841
GRAD OTOČAC;15.7.2025 2:00;LibusoftCicom;657,54;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;Priprema i instalacija aplikacija 25/0000884
GRAD OTOČAC;20.8.2025 2:00;LibusoftCicom;4040,2;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 07/2025 25/0000989
GRAD OTOČAC;20.8.2025 2:00;LibusoftCicom;15,76;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;343120 Usluge platnog prometa;fina-potpisi 25/0000992
GRAD OTOČAC;20.8.2025 2:00;LibusoftCicom;577,5;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;rad djelatnika LC-a 25/0000991
GRAD OTOČAC;20.8.2025 2:00;LibusoftCicom;519;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;antivirusni program 25/0000990
GRAD OTOČAC;5.9.2025 2:00;LibusoftCicom;4040,2;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;standardno održavanje programa za 08/25 25/0001153
GRAD OTOČAC;9.9.2025 2:00;LibusoftCicom;112,29;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;329990 Ostali nespomenuti rashodi poslovanja;fina-potpisi 25/0001195
GRAD OTOČAC;9.9.2025 2:00;LibusoftCicom;103,75;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;webinae- izmjene Zakona o obv. zdr. osiguranju 25/0001191
GRAD OTOČAC;22.9.2025 2:00;LibusoftCicom;875;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323790 Ostale intelektualne usluge;usluge implementacije 25/0001261
GRAD OTOČAC;22.9.2025 2:00;LibusoftCicom;13,16;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;329990 Ostali nespomenuti rashodi poslovanja;fina potpisi 25/0001255
GRAD OTOČAC;15.1.2021 1:00;Lički put, udruga za medijsku djelatnost;99,54;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;usluge portala 20/0001260
GRAD OTOČAC;26.3.2021 1:00;Lički put, udruga za medijsku djelatnost;99,54;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava uskršnje čestitke 21/0000297
GRAD OTOČAC;9.6.2021 2:00;Lički put, udruga za medijsku djelatnost;99,54;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;oglašavanje 21/0000682
GRAD OTOČAC;21.7.2021 2:00;Lički put, udruga za medijsku djelatnost;199,08;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;OGLAŠAVANJE EKO ETNO 21/0000865
GRAD OTOČAC;21.7.2021 2:00;Lički put, udruga za medijsku djelatnost;199,08;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;ČESTITKA ZA DAN POBJEDE 21/0000866
GRAD OTOČAC;11.10.2021 2:00;Lički put, udruga za medijsku djelatnost;199,08;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;usluge portala 21/0001209
GRAD OTOČAC;10.12.2021 1:00;Lički put, udruga za medijsku djelatnost;159,27;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;godišnja pretplata 21/0001559
GRAD OTOČAC;23.12.2021 1:00;Lički put, udruga za medijsku djelatnost;199,08;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;čestitka za Božićno-novogodišnje blagdane 2021.g.
GRAD OTOČAC;30.3.2022 2:00;Lički put, udruga za medijsku djelatnost;1274,14;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;oglašavanje za 2022.g. 22/0000339
GRAD OTOČAC;27.4.2022 2:00;Lički put, udruga za medijsku djelatnost;99,54;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;uskršnja čestitka 22/0000507
GRAD OTOČAC;9.6.2022 2:00;Lički put, udruga za medijsku djelatnost;99,54;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava čestitke za dan državnosti 22/0000752
GRAD OTOČAC;22.7.2022 2:00;Lički put, udruga za medijsku djelatnost;99,54;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;čestitka povodom dan pobjede i domovinske zahvalnosti 22/0001023
GRAD OTOČAC;15.12.2022 1:00;Lički put, udruga za medijsku djelatnost;258,81;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;godišnja pretplata 22/0002382
GRAD OTOČAC;2.2.2023 1:00;Lički put, udruga za medijsku djelatnost;1350;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;plaćanje računa 005/01/2023, zakup stranice za 2023.g.
GRAD OTOČAC;29.3.2023 2:00;Lički put, udruga za medijsku djelatnost;100;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;oglašavanje čestitke za Uskrs u Ličkom putu br.145 23/0000343
GRAD OTOČAC;22.5.2023 2:00;Lički put, udruga za medijsku djelatnost;100;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava čestitke, Dan Državnosti 23/0000675
GRAD OTOČAC;26.7.2023 2:00;Lički put, udruga za medijsku djelatnost;100;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;oglašavanje 23/0001019
GRAD OTOČAC;20.12.2023 1:00;Lički put, udruga za medijsku djelatnost;400;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava čestitke 23/0002416
GRAD OTOČAC;6.3.2024 1:00;Lički put, udruga za medijsku djelatnost;1800;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava vjesti  za 2024.g. 24/0000172
GRAD OTOČAC;2.4.2024 2:00;Lički put, udruga za medijsku djelatnost;100;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava čestitke za Uskrs 24/0000348
GRAD OTOČAC;13.6.2024 2:00;Lički put, udruga za medijsku djelatnost;200;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava čestitke povodom Dana državnosti 24/0000695
GRAD OTOČAC;3.9.2024 2:00;Lički put, udruga za medijsku djelatnost;100;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;oglašavanje čestitke 24/0001101
GRAD OTOČAC;17.1.2025 1:00;Lički put, udruga za medijsku djelatnost;200;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;oglašavanje 24/0001838
GRAD OTOČAC;17.1.2025 1:00;Lički put, udruga za medijsku djelatnost;200;A01 1001A100101 Redovan rad Gradonačelnika;323320 Tisak;godišnja pretplata 24/0001988
GRAD OTOČAC;14.4.2025 2:00;Lički put, udruga za medijsku djelatnost;1800;A01 1005A100501 Redovan rad Gradskog vijeća;323310 Elektronski mediji;oglašavanje u 2025.g. 25/0000370
GRAD OTOČAC;26.5.2025 2:00;Lički put, udruga za medijsku djelatnost;100;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;Oglašavanje 25/0000573
GRAD OTOČAC;26.6.2025 2:00;Lički put, udruga za medijsku djelatnost;200;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava čestitke 25/0000752
GRAD OTOČAC;26.8.2025 2:00;Lički put, udruga za medijsku djelatnost;100;A01 1001A100101 Redovan rad Gradonačelnika;322120 Literatura (publikacije, časopisi, glasila, knjige i ostalo);objava čestitke na portalu 25/0001085
GRAD OTOČAC;5.2.2021 1:00;Ličko-senjska županija;12,69;A02 1023T100001 Lokalni projekt razvoja - mikrokreditiranje, subvencija kamata;352320 Subvencije obrtnicima, malim i srednjim poduzetnicima;mikrokreditiranje 2020 20/0001336
GRAD OTOČAC;30.9.2021 2:00;Ličko-senjska županija;4615,71;A08 1041K100003 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;"sporazum o suf. Centra za gospod. otpadom ""Babina greda"" iznos za 2020.godinu 20/0000908"
GRAD OTOČAC;30.12.2021 1:00;Ličko-senjska županija;3526,07;A08 1041K100003 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;Centar za gospodarenje otpadom,Babina Gora, obveze 2021.g. 21/0001780
GRAD OTOČAC;28.12.2022 1:00;Ličko-senjska županija;4017,73;A08 1041K100003 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;obveze za KODOS za 2022.godinu 22/0002504
GRAD OTOČAC;5.6.2023 2:00;Ličko-senjska županija;58,02;A01 1005A100505 Provedba izbora;324120 Naknade ostalih troškova;refundacija troškova za provedene izbore- 50% za putne troškove za članove GIP Grada Otočca
GRAD OTOČAC;6.6.2023 2:00;Ličko-senjska županija;2650,09;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;sufinanciranje Centra za gospod.otpadom Babina Gora 2023. 23/0000711
GRAD OTOČAC;21.7.2023 2:00;Ličko-senjska županija;2736,51;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;zahtjev za podmirenje obveza centar za gosp.otpadom 23/0000990
GRAD OTOČAC;4.10.2023 2:00;Ličko-senjska županija;4329,53;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;sufinanciranje CGO Babina Gora 4/23 23/0001869
GRAD OTOČAC;30.11.2023 1:00;Ličko-senjska županija;17625,34;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;sufinacniranje CGO Babina Gora, Zahtjev 1 23/0002241
GRAD OTOČAC;30.11.2023 1:00;Ličko-senjska županija;4360,79;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;sufinanciranje CGO Babina Gora- zahtjev 5 23/0002242
GRAD OTOČAC;12.12.2023 1:00;Ličko-senjska županija;11004,85;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;isplata zahtjeva 6/23, CGO Babina Gora 23/0002296
GRAD OTOČAC;5.4.2024 2:00;Ličko-senjska županija;17464,44;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;podmirenje obveza sufinanciranje CZGO Babina Gora 7/23 24/0000400
GRAD OTOČAC;25.4.2024 2:00;Ličko-senjska županija;11673,76;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;zahtjev 1/24, sufinanciranje izgradnje cgo Babina Gora 24/0000480
GRAD OTOČAC;17.6.2024 2:00;Ličko-senjska županija;5003,99;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;ZAHTJEV 2/24, CGO BABINA GORA 24/0000657
GRAD OTOČAC;24.7.2024 2:00;Ličko-senjska županija;8407,03;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;isplata zahtjeva 3/24, sufinanciranje CGO Babina Gora 2024. 24/0000861
GRAD OTOČAC;26.7.2024 2:00;Ličko-senjska županija;6218,99;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;zahtjev 4/24, sufinanciranje CGO Babina Gora 24/0000982
GRAD OTOČAC;12.9.2024 2:00;Ličko-senjska županija;4670,66;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;zahtjev 5/24, sufinanciranje CGO Babina Gora 24/0001177
GRAD OTOČAC;27.9.2024 2:00;Ličko-senjska županija;4221,05;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;zahtjev 6/24, sufinanciranje izgradnje CGO Babina Gora 24/0001272
GRAD OTOČAC;4.12.2024 1:00;Ličko-senjska županija;6470,12;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;isplata zahtjeva 7/24, CGO Babina Gora 24/0001656
GRAD OTOČAC;22.1.2025 1:00;Ličko-senjska županija;7098,48;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;obveza Grada Otočca  po zahtjevu 9/2024
GRAD OTOČAC;24.1.2025 1:00;Ličko-senjska županija;3771,04;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;sporazumni udio Grada Otočca - zahtjev 8/2024
GRAD OTOČAC;25.4.2025 2:00;Ličko-senjska županija;102,08;A01 1001A100101 Redovan rad Gradonačelnika;323790 Ostale intelektualne usluge;trošk. za izd. uporabne dozvole Objekt za pse 25/0000414
GRAD OTOČAC;25.4.2025 2:00;Ličko-senjska županija;13095,84;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;sporazum o sufinanc. B. Gora- zahtjev 01/2025 25/0000423
GRAD OTOČAC;5.6.2025 2:00;Ličko-senjska županija;6410,08;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;sporazum o sufinanciranju babiba gora zahtjev 2/2025 25/0000664
GRAD OTOČAC;8.7.2025 2:00;Ličko-senjska županija;4891,27;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;sufin. troškova gospod. otpadom Babina gora -zahtjev 3/25 25/0000830
GRAD OTOČAC;23.7.2025 2:00;Ličko-senjska županija;3607,24;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;CGO Babina Gora - sufinanciranje troškova, zahtjev 4/2025. 25/0000947
GRAD OTOČAC;5.9.2025 2:00;Ličko-senjska županija;6944,22;A08 1041K104106 Centar za gospodarenje otpadom - pretovarna stanica Podum;363140 Tekuće pomoći županijskim proračunima;sufinanciranje CGO ''Babina Gora'' u 2025., zahtjev 5/2025. 25/0001170
GRAD OTOČAC;15.11.2021 1:00;Lider media d.o.o.;477,8;A01 1001A100003 Redovan rad ureda Gradonačelnika;321310 Seminari, savjetovanja i simpoziji;Kotizacija 13. susret gradonačelnika i poduzetnika, Goran Bukovac i Tino Ostović
GRAD OTOČAC;11.11.2022 1:00;Lider media d.o.o.;119,45;A01 1001A100003 Redovan rad Gradonačelnika;321310 Seminari, savjetovanja i simpoziji;seminar 48 sati, 14. susret gradonačelnika i poduzetnika, T.Ostović, 23.-25.11.2022., ponuda br. 2486299 za Grad Otočac
GRAD OTOČAC;14.11.2023 1:00;Lider media d.o.o.;124,38;A01 1001A100101 Redovan rad Gradonačelnika;321310 Seminari, savjetovanja i simpoziji;14. susret gradonačelnika i poduzetnika- Tino Ostović
GRAD OTOČAC;13.12.2022 1:00;Lidl Hrvatska d.o.o. k.d.;3450,79;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;312130 Darovi;lidl poklon kartice- Grad Otočac
GRAD OTOČAC;9.6.2021 2:00;Lika ceste d.o.o.;2976,18;A03 1031A100002 Horizontalna prometna signalizacija;323490 Ostale komunalne usluge;iscrtavanje horizontalnih oznaka na prometnim površinama 21/0000676
GRAD OTOČAC;15.4.2021 2:00;Lika Expres;66,36;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava uskršnje čestitke 21/0000404
GRAD OTOČAC;12.5.2022 2:00;Lika Expres;66,36;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava čestitke na portalu 22/0000550
GRAD OTOČAC;10.5.2023 2:00;Lika Expres;100;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava Uskršnje čestitke 23/0000610
GRAD OTOČAC;28.1.2025 1:00;Lika Expres;150;A01 1001A100101 Redovan rad Gradonačelnika;323990 Ostale nespomenute usluge;objava blagdanske čestitke 24/0002022
GRAD OTOČAC;18.2.2022 1:00;Lika media d.o.o.;398,17;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava čestitle na portalu Likaonline 22/0000143
GRAD OTOČAC;27.4.2022 2:00;Lika media d.o.o.;132,72;A01 1001A100009 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava blagdanske čestitke 22/0000505
